onboarding_id,year,department,training,days_to_complete,due_days,status
ONB026468,2024,STEM,Cybersecurity,12,14,Completed
ONB026469,2025,Education,Ethics,21,30,Completed
ONB026470,2024,STEM,Accessibility,15,14,Late
ONB026471,2024,Business,Cybersecurity,33,30,Late
ONB026472,2024,Business,FERPA,25,30,Completed
ONB026473,2022,Nursing,FERPA,25,30,Completed
ONB026474,2023,STEM,Cybersecurity,13,21,Completed
ONB026475,2025,Nursing,FERPA,7,21,Completed
ONB026476,2024,Humanities,Cybersecurity,35,21,Escalated
ONB026477,2024,Business,FERPA,12,14,Completed
ONB026478,2025,Education,Cybersecurity,10,30,Completed
ONB026479,2021,Nursing,Title IX,4,14,Completed
ONB026480,2022,Business,Ethics,6,21,Completed
ONB026481,2023,Nursing,Title IX,23,30,Completed
ONB026482,2022,Business,Cybersecurity,21,14,Escalated
ONB026483,2025,Humanities,Ethics,39,14,Late
ONB026484,2024,Education,FERPA,29,14,Late
ONB026485,2022,Business,Cybersecurity,12,21,Completed
ONB026486,2021,STEM,Accessibility,18,21,Completed
ONB026487,2024,Education,FERPA,3,30,Completed
ONB026488,2025,Nursing,FERPA,22,14,Late
ONB026489,2022,STEM,Accessibility,24,21,Escalated
ONB026490,2025,Nursing,Cybersecurity,22,30,Completed
ONB026491,2022,Education,Cybersecurity,5,21,Completed
ONB026492,2024,Nursing,Cybersecurity,38,14,Escalated
ONB026493,2022,Education,Cybersecurity,19,14,Escalated
ONB026494,2023,Business,Accessibility,11,21,Completed
ONB026495,2023,STEM,Cybersecurity,7,21,Completed
ONB026496,2022,Humanities,FERPA,26,14,Escalated
ONB026497,2024,Nursing,Title IX,11,30,Completed
ONB026498,2023,Nursing,Ethics,33,21,Escalated
ONB026499,2023,Nursing,Accessibility,35,14,Escalated
ONB026500,2022,Business,FERPA,25,30,Completed
ONB026501,2025,Humanities,Ethics,12,21,Completed
ONB026502,2024,Humanities,Accessibility,32,21,Late
ONB026503,2023,Nursing,Ethics,13,21,Completed
ONB026504,2024,Nursing,Accessibility,27,14,Escalated
ONB026505,2025,Education,FERPA,35,21,Late
ONB026506,2023,Business,Title IX,37,21,Escalated
ONB026507,2025,Humanities,Ethics,22,14,Escalated
ONB026508,2023,Business,Accessibility,15,21,Completed
ONB026509,2022,Humanities,Title IX,39,30,Late
ONB026510,2021,Business,FERPA,37,14,Late
ONB026511,2025,Nursing,FERPA,38,30,Escalated
ONB026512,2025,STEM,Ethics,35,21,Late
ONB026513,2023,Nursing,Title IX,29,30,Completed
ONB026514,2023,Nursing,Cybersecurity,27,14,Late
ONB026515,2022,Nursing,Title IX,12,30,Completed
ONB026516,2024,Humanities,Cybersecurity,29,14,Escalated
ONB026517,2025,STEM,Accessibility,21,30,Completed
ONB026518,2025,Education,Title IX,25,14,Late
ONB026519,2025,STEM,Cybersecurity,7,30,Completed
ONB026520,2021,Nursing,Ethics,11,14,Completed
ONB026521,2025,Business,Title IX,20,30,Completed
ONB026522,2023,Humanities,Cybersecurity,6,21,Completed
ONB026523,2023,Business,FERPA,36,14,Late
ONB026524,2024,Nursing,FERPA,13,14,Completed
ONB026525,2024,Education,Title IX,24,21,Late
ONB026526,2025,Business,Title IX,6,14,Completed
ONB026527,2023,Business,FERPA,5,21,Completed
ONB026528,2022,Education,Title IX,32,14,Late
ONB026529,2024,Business,Ethics,7,21,Completed
ONB026530,2025,STEM,Accessibility,7,14,Completed
ONB026531,2025,Nursing,FERPA,11,14,Completed
ONB026532,2025,Humanities,FERPA,21,21,Completed
ONB026533,2024,STEM,Cybersecurity,27,30,Completed
ONB026534,2022,Humanities,Accessibility,28,30,Completed
ONB026535,2024,Education,FERPA,28,21,Late
ONB026536,2023,Nursing,Cybersecurity,3,14,Completed
ONB026537,2022,Humanities,Accessibility,34,14,Escalated
ONB026538,2023,Humanities,Title IX,18,14,Escalated
ONB026539,2025,Education,Cybersecurity,10,30,Completed
ONB026540,2021,Business,Cybersecurity,7,14,Completed
ONB026541,2022,Education,FERPA,6,14,Completed
ONB026542,2024,Humanities,Accessibility,6,14,Completed
ONB026543,2021,Nursing,Title IX,12,14,Completed
ONB026544,2023,Nursing,FERPA,5,14,Completed
ONB026545,2022,Education,Accessibility,14,30,Completed
ONB026546,2023,Business,Ethics,6,30,Completed
ONB026547,2021,STEM,Cybersecurity,24,14,Late
ONB026548,2024,Business,Cybersecurity,35,14,Escalated
ONB026549,2021,Nursing,Accessibility,12,14,Completed
ONB026550,2023,Humanities,Ethics,24,21,Late
ONB026551,2025,Business,Title IX,14,30,Completed
ONB026552,2021,Humanities,Accessibility,15,14,Late
ONB026553,2024,Education,Accessibility,20,30,Completed
ONB026554,2024,Humanities,Ethics,28,30,Completed
ONB026555,2025,Nursing,Title IX,5,21,Completed
ONB026556,2022,Nursing,Ethics,39,14,Late
ONB026557,2021,Business,Ethics,36,14,Late
ONB026558,2021,Education,FERPA,16,30,Completed
ONB026559,2025,Nursing,Accessibility,22,21,Escalated
ONB026560,2025,Nursing,Accessibility,5,21,Completed
ONB026561,2024,Humanities,Accessibility,39,21,Late
ONB026562,2022,Business,Cybersecurity,39,21,Late
ONB026563,2023,Business,Ethics,28,21,Escalated
ONB026564,2024,Nursing,Accessibility,19,21,Completed
ONB026565,2022,Nursing,Ethics,17,30,Completed
ONB026566,2025,STEM,Title IX,38,21,Escalated
ONB026567,2023,Nursing,Ethics,28,30,Completed
ONB026568,2022,Humanities,Ethics,14,14,Completed
ONB026569,2021,Nursing,Ethics,38,14,Late
ONB026570,2023,Nursing,Cybersecurity,30,30,Completed
ONB026571,2025,Business,Ethics,6,21,Completed
ONB026572,2021,Business,Accessibility,33,21,Escalated
ONB026573,2023,STEM,Ethics,23,14,Late
ONB026574,2023,Business,Ethics,26,21,Escalated
ONB026575,2022,Business,Ethics,33,30,Late
ONB026576,2021,STEM,Cybersecurity,28,30,Completed
ONB026577,2022,Nursing,Ethics,8,30,Completed
ONB026578,2022,STEM,Title IX,11,30,Completed
ONB026579,2022,Education,Cybersecurity,18,14,Late
ONB026580,2022,Humanities,Accessibility,12,21,Completed
ONB026581,2025,Nursing,Cybersecurity,5,21,Completed
ONB026582,2024,STEM,Title IX,8,21,Completed
ONB026583,2022,Education,Ethics,31,14,Late
ONB026584,2025,Education,Cybersecurity,5,14,Completed
ONB026585,2024,STEM,FERPA,25,14,Late
ONB026586,2021,STEM,FERPA,3,30,Completed
ONB026587,2025,Nursing,Cybersecurity,3,14,Completed
ONB026588,2025,Nursing,Accessibility,22,14,Escalated
ONB026589,2025,Nursing,Ethics,29,30,Completed
ONB026590,2022,Nursing,Accessibility,12,14,Completed
ONB026591,2025,Education,Accessibility,32,30,Late
ONB026592,2025,Business,Cybersecurity,35,30,Escalated
ONB026593,2025,Nursing,Ethics,18,21,Completed
ONB026594,2022,Business,FERPA,4,30,Completed
ONB026595,2022,STEM,Ethics,38,14,Late
ONB026596,2024,Nursing,Accessibility,9,14,Completed
ONB026597,2021,Education,FERPA,19,30,Completed
ONB026598,2025,Education,Ethics,33,14,Escalated
ONB026599,2025,STEM,FERPA,38,30,Escalated
ONB026600,2022,Humanities,FERPA,28,14,Late
ONB026601,2022,Humanities,Accessibility,22,30,Completed
ONB026602,2024,Nursing,Cybersecurity,25,21,Escalated
ONB026603,2024,STEM,FERPA,10,14,Completed
ONB026604,2022,STEM,Accessibility,5,21,Completed
ONB026605,2022,Humanities,Ethics,29,30,Completed
ONB026606,2022,Nursing,FERPA,8,21,Completed
ONB026607,2024,Business,Cybersecurity,16,30,Completed
ONB026608,2021,Nursing,FERPA,29,30,Completed
ONB026609,2024,STEM,Title IX,31,21,Late
ONB026610,2025,STEM,Accessibility,40,21,Late
ONB026611,2023,Business,Ethics,37,30,Escalated
ONB026612,2022,Business,Ethics,33,21,Escalated
ONB026613,2023,Nursing,Title IX,25,14,Escalated
ONB026614,2024,STEM,Title IX,24,30,Completed
ONB026615,2022,Business,Cybersecurity,10,30,Completed
ONB026616,2025,Nursing,Ethics,18,14,Late
ONB026617,2021,Nursing,Cybersecurity,4,21,Completed
ONB026618,2023,Business,Title IX,19,21,Completed
ONB026619,2025,Humanities,FERPA,24,30,Completed
ONB026620,2023,Humanities,Accessibility,29,30,Completed
ONB026621,2021,STEM,FERPA,4,21,Completed
ONB026622,2021,Education,Ethics,29,21,Late
ONB026623,2024,Nursing,FERPA,22,30,Completed
ONB026624,2025,Nursing,Accessibility,18,21,Completed
ONB026625,2023,Humanities,Cybersecurity,27,14,Escalated
ONB026626,2021,Humanities,Cybersecurity,18,30,Completed
ONB026627,2025,STEM,Ethics,18,21,Completed
ONB026628,2022,Education,Ethics,20,14,Escalated
ONB026629,2024,STEM,FERPA,35,21,Late
ONB026630,2023,Education,Title IX,37,14,Late
ONB026631,2023,Nursing,Accessibility,37,14,Late
ONB026632,2024,Nursing,Cybersecurity,4,14,Completed
ONB026633,2021,Business,Title IX,11,21,Completed
ONB026634,2024,Education,Title IX,31,14,Escalated
ONB026635,2023,STEM,FERPA,22,14,Late
ONB026636,2025,Education,Accessibility,33,30,Escalated
ONB026637,2022,Humanities,FERPA,20,21,Completed
ONB026638,2022,Nursing,Cybersecurity,5,21,Completed
ONB026639,2021,Nursing,Ethics,6,30,Completed
ONB026640,2025,Education,FERPA,29,14,Escalated
ONB026641,2024,Education,FERPA,24,30,Completed
ONB026642,2024,Education,FERPA,34,21,Escalated
ONB026643,2024,STEM,Cybersecurity,30,30,Completed
ONB026644,2025,Humanities,FERPA,10,30,Completed
ONB026645,2024,STEM,Title IX,39,30,Late
ONB026646,2025,Business,Ethics,12,14,Completed
ONB026647,2021,Humanities,Accessibility,6,30,Completed
ONB026648,2024,Nursing,FERPA,38,30,Escalated
ONB026649,2021,Humanities,Cybersecurity,9,21,Completed
ONB026650,2023,Humanities,Accessibility,12,21,Completed
ONB026651,2024,Education,Title IX,6,14,Completed
ONB026652,2023,Humanities,Accessibility,9,21,Completed
ONB026653,2024,Education,Title IX,13,21,Completed
ONB026654,2022,Business,Accessibility,8,14,Completed
ONB026655,2025,STEM,Title IX,22,14,Late
ONB026656,2021,Business,Accessibility,9,14,Completed
ONB026657,2023,Humanities,Accessibility,30,14,Late
ONB026658,2023,Humanities,Accessibility,26,21,Escalated
ONB026659,2023,Nursing,FERPA,16,30,Completed
ONB026660,2024,Business,FERPA,31,30,Late
ONB026661,2023,Business,FERPA,40,14,Late
ONB026662,2024,Education,Ethics,20,30,Completed
ONB026663,2025,Education,Cybersecurity,25,30,Completed
ONB026664,2025,Humanities,Cybersecurity,35,30,Late
ONB026665,2024,STEM,Ethics,24,14,Late
ONB026666,2022,STEM,Cybersecurity,28,14,Escalated
ONB026667,2022,Education,Title IX,22,30,Completed
ONB026668,2021,Nursing,Accessibility,30,14,Late
ONB026669,2021,Education,Accessibility,40,14,Escalated
ONB026670,2023,Nursing,Title IX,8,21,Completed
ONB026671,2023,STEM,Title IX,23,21,Late
ONB026672,2025,Nursing,Title IX,24,14,Late
ONB026673,2024,Business,FERPA,33,21,Late
ONB026674,2023,Education,Accessibility,11,21,Completed
ONB026675,2021,Business,Title IX,6,14,Completed
ONB026676,2024,Business,Cybersecurity,40,21,Late
ONB026677,2024,Business,Title IX,22,30,Completed
ONB026678,2024,Humanities,Cybersecurity,35,14,Escalated
ONB026679,2022,Education,Cybersecurity,34,21,Late
ONB026680,2025,Nursing,Accessibility,8,30,Completed
ONB026681,2022,Education,Ethics,4,30,Completed
ONB026682,2023,Humanities,Ethics,10,30,Completed
ONB026683,2023,STEM,Title IX,24,14,Escalated
ONB026684,2024,Business,Ethics,35,30,Escalated
ONB026685,2021,STEM,Ethics,21,14,Late
ONB026686,2025,Education,FERPA,8,14,Completed
ONB026687,2023,Education,Ethics,5,14,Completed
ONB026688,2021,Business,Ethics,38,14,Late
ONB026689,2021,STEM,Cybersecurity,24,21,Escalated
ONB026690,2025,Nursing,Cybersecurity,31,14,Late
ONB026691,2023,Humanities,Cybersecurity,36,14,Escalated
ONB026692,2025,Nursing,FERPA,40,21,Late
ONB026693,2025,Business,Title IX,18,14,Escalated
ONB026694,2024,Nursing,Ethics,9,30,Completed
ONB026695,2023,STEM,Cybersecurity,8,14,Completed
ONB026696,2022,STEM,Title IX,18,21,Completed
ONB026697,2022,Nursing,Title IX,32,30,Escalated
ONB026698,2022,Education,Title IX,23,30,Completed
ONB026699,2022,Education,FERPA,29,30,Completed
ONB026700,2023,Humanities,Cybersecurity,12,14,Completed
ONB026701,2022,STEM,FERPA,26,14,Escalated
ONB026702,2025,Business,Cybersecurity,37,21,Late
ONB026703,2023,Education,Cybersecurity,4,14,Completed
ONB026704,2022,Education,FERPA,23,30,Completed
ONB026705,2024,Business,Title IX,18,21,Completed
ONB026706,2024,Humanities,Cybersecurity,7,21,Completed
ONB026707,2024,Business,Cybersecurity,10,21,Completed
ONB026708,2023,Nursing,Accessibility,20,14,Late
ONB026709,2021,STEM,FERPA,18,14,Escalated
ONB026710,2021,Business,Accessibility,31,30,Late
ONB026711,2025,Education,Cybersecurity,14,30,Completed
ONB026712,2023,Business,Cybersecurity,35,14,Escalated
ONB026713,2023,Humanities,Ethics,22,21,Escalated
ONB026714,2025,Education,Cybersecurity,22,21,Escalated
ONB026715,2021,Nursing,Title IX,7,30,Completed
ONB026716,2022,Humanities,Title IX,14,21,Completed
ONB026717,2021,Education,Cybersecurity,10,30,Completed
ONB026718,2021,Nursing,Accessibility,10,30,Completed
ONB026719,2021,Nursing,Ethics,21,21,Completed
ONB026720,2025,Humanities,FERPA,10,14,Completed
ONB026721,2021,Nursing,Title IX,5,30,Completed
ONB026722,2025,Nursing,Accessibility,35,30,Late
ONB026723,2024,Humanities,Accessibility,17,14,Escalated
ONB026724,2023,Nursing,Ethics,13,21,Completed
ONB026725,2023,Education,Accessibility,39,21,Escalated
ONB026726,2024,Education,FERPA,33,21,Escalated
ONB026727,2023,STEM,Ethics,30,14,Escalated
ONB026728,2023,STEM,FERPA,8,14,Completed
ONB026729,2024,Nursing,FERPA,15,14,Late
ONB026730,2024,STEM,FERPA,17,21,Completed
ONB026731,2022,Nursing,Cybersecurity,25,30,Completed
ONB026732,2025,Education,FERPA,19,30,Completed
ONB026733,2021,STEM,Accessibility,38,14,Escalated
ONB026734,2025,Business,Accessibility,27,21,Late
ONB026735,2021,Humanities,Cybersecurity,16,14,Late
ONB026736,2025,Humanities,Ethics,27,30,Completed
ONB026737,2025,Humanities,FERPA,7,14,Completed
ONB026738,2024,Nursing,Title IX,16,14,Escalated
ONB026739,2023,Humanities,FERPA,11,21,Completed
ONB026740,2022,Business,FERPA,8,21,Completed
ONB026741,2023,Business,FERPA,13,21,Completed
ONB026742,2021,Nursing,FERPA,36,21,Escalated
ONB026743,2021,Nursing,Accessibility,30,30,Completed
ONB026744,2021,STEM,Ethics,18,30,Completed
ONB026745,2021,Nursing,Accessibility,9,30,Completed
ONB026746,2023,Nursing,Cybersecurity,34,30,Late
ONB026747,2021,Nursing,Title IX,18,21,Completed
ONB026748,2022,Nursing,Cybersecurity,37,30,Escalated
ONB026749,2023,Nursing,Accessibility,19,14,Escalated
ONB026750,2021,Humanities,Accessibility,39,21,Late
ONB026751,2022,Business,Ethics,35,30,Late
ONB026752,2022,Nursing,Ethics,40,21,Late
ONB026753,2021,Humanities,Accessibility,31,14,Escalated
ONB026754,2024,STEM,Cybersecurity,18,14,Escalated
ONB026755,2025,Education,Cybersecurity,33,14,Late
ONB026756,2025,Education,Title IX,6,14,Completed
ONB026757,2022,Education,Accessibility,13,14,Completed
ONB026758,2024,Education,Cybersecurity,25,14,Late
ONB026759,2023,STEM,Cybersecurity,15,14,Escalated
ONB026760,2023,Humanities,Title IX,40,14,Late
ONB026761,2022,Nursing,Accessibility,32,14,Late
ONB026762,2022,STEM,Cybersecurity,40,30,Late
ONB026763,2024,Humanities,Cybersecurity,13,30,Completed
ONB026764,2025,STEM,Title IX,35,21,Escalated
ONB026765,2023,Humanities,FERPA,12,21,Completed
ONB026766,2021,Nursing,Accessibility,32,21,Late
ONB026767,2022,Nursing,FERPA,40,14,Escalated
ONB026768,2024,Nursing,FERPA,15,14,Escalated
ONB026769,2024,Education,Cybersecurity,13,21,Completed
ONB026770,2023,Education,Accessibility,11,30,Completed
ONB026771,2021,STEM,Ethics,33,30,Escalated
ONB026772,2024,Business,Ethics,39,30,Escalated
ONB026773,2025,STEM,Ethics,16,21,Completed
ONB026774,2023,Business,FERPA,12,21,Completed
ONB026775,2021,Education,Cybersecurity,21,30,Completed
ONB026776,2025,Education,Cybersecurity,20,14,Escalated
ONB026777,2023,Nursing,Accessibility,15,30,Completed
ONB026778,2023,Education,Cybersecurity,37,14,Late
ONB026779,2022,Business,FERPA,18,21,Completed
ONB026780,2022,Business,Title IX,11,14,Completed
ONB026781,2021,STEM,Ethics,21,30,Completed
ONB026782,2021,Education,Cybersecurity,19,14,Late
ONB026783,2025,Humanities,FERPA,24,30,Completed
ONB026784,2025,Nursing,Ethics,9,30,Completed
ONB026785,2024,Humanities,Cybersecurity,25,21,Escalated
ONB026786,2024,Nursing,Title IX,30,14,Late
ONB026787,2022,Humanities,Title IX,35,30,Late
ONB026788,2022,Business,Title IX,24,21,Late
ONB026789,2024,Business,Accessibility,25,30,Completed
ONB026790,2025,Nursing,Cybersecurity,18,21,Completed
ONB026791,2023,STEM,Ethics,30,21,Escalated
ONB026792,2023,Education,FERPA,35,21,Escalated
ONB026793,2021,Education,FERPA,33,21,Late
ONB026794,2022,STEM,Cybersecurity,5,30,Completed
ONB026795,2024,STEM,Ethics,24,21,Escalated
ONB026796,2024,Education,FERPA,40,21,Late
ONB026797,2022,STEM,FERPA,31,14,Late
ONB026798,2021,STEM,Title IX,24,21,Late
ONB026799,2024,STEM,Title IX,34,30,Escalated
ONB026800,2024,Education,Accessibility,26,14,Escalated
ONB026801,2024,Nursing,Cybersecurity,10,21,Completed
ONB026802,2025,Nursing,Accessibility,20,14,Late
ONB026803,2021,STEM,Title IX,35,30,Escalated
ONB026804,2024,Nursing,FERPA,6,21,Completed
ONB026805,2022,Humanities,Ethics,23,21,Late
ONB026806,2021,Humanities,Ethics,16,30,Completed
ONB026807,2023,Humanities,FERPA,19,21,Completed
ONB026808,2022,Business,Title IX,24,21,Late
ONB026809,2022,Humanities,Accessibility,40,30,Late
ONB026810,2023,STEM,Cybersecurity,25,14,Escalated
ONB026811,2024,Education,Title IX,21,30,Completed
ONB026812,2023,Education,FERPA,39,21,Late
ONB026813,2021,Nursing,Accessibility,29,30,Completed
ONB026814,2025,Education,Cybersecurity,29,30,Completed
ONB026815,2025,Business,Title IX,23,21,Late
ONB026816,2024,Nursing,Ethics,40,21,Escalated
ONB026817,2022,Nursing,Cybersecurity,33,21,Escalated
ONB026818,2025,Business,FERPA,11,30,Completed
ONB026819,2022,Business,Cybersecurity,34,21,Escalated
ONB026820,2022,Nursing,FERPA,14,30,Completed
ONB026821,2025,STEM,Accessibility,30,21,Escalated
ONB026822,2023,Business,Cybersecurity,7,21,Completed
ONB026823,2025,Education,Cybersecurity,3,30,Completed
ONB026824,2023,STEM,FERPA,7,14,Completed
ONB026825,2023,Humanities,Cybersecurity,35,14,Late
ONB026826,2022,Nursing,Cybersecurity,7,30,Completed
ONB026827,2021,Business,FERPA,18,21,Completed
ONB026828,2021,Education,Accessibility,22,30,Completed
ONB026829,2023,STEM,Ethics,31,21,Late
ONB026830,2023,Nursing,Ethics,31,30,Late
ONB026831,2022,Nursing,Ethics,19,30,Completed
ONB026832,2024,Humanities,Accessibility,12,30,Completed
ONB026833,2024,Nursing,Title IX,30,30,Completed
ONB026834,2024,STEM,Accessibility,27,30,Completed
ONB026835,2022,Education,FERPA,8,21,Completed
ONB026836,2022,Humanities,Title IX,26,14,Escalated
ONB026837,2021,Nursing,Cybersecurity,27,30,Completed
ONB026838,2025,Humanities,Ethics,18,14,Escalated
ONB026839,2022,Business,Title IX,20,14,Late
ONB026840,2023,Education,Accessibility,16,30,Completed
ONB026841,2024,STEM,Accessibility,31,21,Late
ONB026842,2025,Humanities,Ethics,17,30,Completed
ONB026843,2021,Business,Accessibility,16,21,Completed
ONB026844,2022,Business,Title IX,5,14,Completed
ONB026845,2024,STEM,Accessibility,27,30,Completed
ONB026846,2023,Nursing,Ethics,31,14,Late
ONB026847,2025,Education,Cybersecurity,7,30,Completed
ONB026848,2025,Humanities,Cybersecurity,33,30,Escalated
ONB026849,2022,Business,Accessibility,14,30,Completed
ONB026850,2022,Education,FERPA,35,30,Late
ONB026851,2023,Business,FERPA,12,14,Completed
ONB026852,2025,Nursing,Accessibility,36,14,Late
ONB026853,2021,Education,Ethics,35,21,Escalated
ONB026854,2022,Humanities,Ethics,6,30,Completed
ONB026855,2021,STEM,Ethics,34,30,Escalated
ONB026856,2025,Business,Accessibility,17,30,Completed
ONB026857,2023,Business,Accessibility,19,30,Completed
ONB026858,2022,Humanities,Ethics,12,14,Completed
ONB026859,2023,Business,Ethics,13,14,Completed
ONB026860,2024,Nursing,Accessibility,22,21,Escalated
ONB026861,2023,Humanities,Title IX,21,14,Late
ONB026862,2025,Nursing,Accessibility,26,30,Completed
ONB026863,2025,Humanities,Ethics,39,30,Late
